Timestamp_RPI,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Rotate_x,Rotate_y,Motion_Label
2018-01-10T15:06:42.819954,1587,838,-3922,676,-4532,15396,-16,-2,
2018-01-10T15:06:43.027514,1738,-1624,-9,-1004,-3420,16672,-11,3,
2018-01-10T15:06:43.235461,2376,4456,4498,-5468,2720,18668,7,16,
2018-01-10T15:06:43.449957,1424,4273,1878,-1104,17188,15168,48,2,
2018-01-10T15:06:43.659278,2999,4303,-955,-640,5916,11328,27,2,
2018-01-10T15:06:43.866665,389,-239,3935,-4016,3672,16460,12,13,
2018-01-10T15:06:44.074389,114,-436,3586,-3360,2400,17476,7,10,
2018-01-10T15:06:44.282190,-7603,-425,-590,-2136,-172,14248,0,8,
2018-01-10T15:06:44.490207,-2119,2144,-6303,-136,-3968,14624,-15,0,
2018-01-10T15:06:44.698114,-5718,-5875,-8010,2740,-17168,16384,-45,-6,
2018-01-10T15:06:44.905898,3286,-4341,-5821,3220,4932,18304,14,-9,
2018-01-10T15:06:45.112710,1300,-1326,177,-2900,-3412,20644,-9,7,
2018-01-10T15:06:45.323453,-269,-1724,-577,-828,-3132,10360,-16,4,
2018-01-10T15:06:45.531840,-1807,-2700,-2557,-5812,-1552,18964,-4,16,
2018-01-10T15:06:45.739601,3817,1157,-2335,-1012,3948,17472,12,3,
2018-01-10T15:06:45.947289,-118,-2660,827,-5460,-4552,12068,-18,22,
2018-01-10T15:06:46.159051,1347,-1885,7952,-2036,3316,17748,10,6,
2018-01-10T15:06:46.368578,-914,-4664,3499,-3536,-4788,18240,-14,10,
2018-01-10T15:06:46.586723,925,8802,-4038,-3524,636,13564,2,14,
2018-01-10T15:06:46.794792,-1231,2077,-4048,1568,6504,13644,25,-5,
2018-01-10T15:06:47.002882,2262,-746,107,-1624,6752,17700,20,4,
2018-01-10T15:06:47.211056,-2156,-3294,-3155,-2832,-17956,16876,-46,6,
2018-01-10T15:06:47.420949,7335,-9788,-898,2252,13664,20832,33,-5,
2018-01-10T15:06:47.629245,4343,8162,4781,-11784,11836,8976,38,38,
2018-01-10T15:06:47.837091,2843,6109,-4395,-2280,17956,14240,51,5,
2018-01-10T15:06:48.045419,1167,-1809,-5013,-784,3488,18784,10,2,
2018-01-10T15:06:48.254188,-1096,2927,693,-7068,-9112,16564,-26,20,
2018-01-10T15:06:48.462642,4324,3017,8195,-848,16300,14400,48,2,
2018-01-10T15:06:48.669633,-910,2188,4521,-3332,-5296,18212,-15,9,
2018-01-10T15:06:48.876676,1657,3158,1125,1784,-72,10252,0,-9,
2018-01-10T15:06:49.083545,-3998,1813,-1709,2576,592,18308,1,-8,
2018-01-10T15:06:49.290358,4169,-376,-5627,-3072,-7840,19084,-22,8,
2018-01-10T15:06:49.497083,3445,-579,-4124,4788,4664,10332,22,-22,
2018-01-10T15:06:49.704264,1283,559,-6653,3528,-8808,9780,-40,-15,
2018-01-10T15:06:49.911431,786,-1278,-6512,-5860,-19012,9120,-60,15,
2018-01-10T15:06:50.119186,1962,-824,-4164,-64,-6536,11624,-29,0,
2018-01-10T15:06:50.326195,805,-297,1677,-8648,-8804,18492,-23,22,
2018-01-10T15:06:50.533018,598,-1790,-430,-3280,-14116,20612,-34,7,
2018-01-10T15:06:50.741126,438,-1957,-779,-1960,-12308,20992,-30,4,
2018-01-10T15:06:50.948739,1822,1648,2743,-3244,16104,15516,45,8,
2018-01-10T15:06:51.165426,-898,1813,647,-6896,6612,13180,23,25,
2018-01-10T15:06:51.373250,-1494,-3497,-5930,-9776,-32768,16360,-59,14,
2018-01-10T15:06:51.580846,7733,-2725,2782,3560,5656,19036,16,-10,
2018-01-10T15:06:51.790777,1084,-3353,6429,3496,3036,15980,10,-12,
2018-01-10T15:06:51.998981,1186,-1331,283,1120,7604,21336,19,-2,
2018-01-10T15:06:52.206756,-374,1511,1477,-4884,-2000,18224,-6,14,
2018-01-10T15:06:52.414562,-82,2248,-609,-10384,-12588,10872,-39,31,
2018-01-10T15:06:52.622345,1920,-719,1948,160,10576,15632,34,0,
2018-01-10T15:06:52.830095,-1737,-1848,101,2688,4236,9604,23,-14,
2018-01-10T15:06:53.037642,-2392,4941,608,-3108,11808,12644,42,10,
2018-01-10T15:06:53.245376,-6810,-708,10654,-608,-8512,16896,-26,1,
2018-01-10T15:06:53.453334,982,-2664,-1025,-2400,-13972,19336,-35,5,
2018-01-10T15:06:53.661947,1660,2363,-989,-8056,9820,18132,26,21,
2018-01-10T15:06:53.870608,2917,6122,-1391,-5104,14772,20496,34,11,
2018-01-10T15:06:54.078222,-779,-1708,-5331,-2768,-14708,16604,-41,7,
2018-01-10T15:06:54.285613,-241,-3853,-5467,344,-13572,14512,-43,0,
2018-01-10T15:06:54.493786,-1712,-2766,11391,-6784,4188,15784,13,22,
2018-01-10T15:06:54.701052,2328,-1567,4415,-1564,11708,19716,30,3,
2018-01-10T15:06:54.907819,-2590,5325,-5405,-2248,12320,17504,34,5,
2018-01-10T15:06:55.114909,-2915,-4436,-3164,-3476,-13532,20252,-33,8,
2018-01-10T15:06:55.321821,1840,1293,-1631,-3712,15004,19112,37,8,
2018-01-10T15:06:55.528623,2704,1857,1786,-3364,1564,19708,4,9,
2018-01-10T15:06:55.736086,-2608,-4028,289,-7836,-14664,25496,-28,14,
2018-01-10T15:06:55.943278,-2309,2105,-659,-5684,-5348,18040,-15,16,
2018-01-10T15:06:56.150799,4061,101,1551,-8016,172,13844,0,30,
2018-01-10T15:06:56.357593,-2367,-4088,-82,-7096,5816,26008,12,14,
2018-01-10T15:06:56.564721,1221,2624,-2190,536,16096,23124,34,-1,
2018-01-10T15:06:56.771523,105,51,1421,-2960,-264,16256,0,10,
2018-01-10T15:06:56.981570,107,-1688,2876,-2368,5076,19004,14,6,
2018-01-10T15:06:57.188266,783,-192,-1093,152,3164,16360,10,0,7
2018-01-10T15:06:57.395494,858,1322,638,-3656,6660,17028,20,11,7
2018-01-10T15:06:57.602950,1024,-1090,-2628,-2600,8188,21696,20,6,7
2018-01-10T15:06:57.810738,5863,-1016,-2453,-3708,-9328,20932,-23,9,7
2018-01-10T15:06:58.018689,763,2814,-740,-4896,5584,14908,19,17,7
2018-01-10T15:06:58.226395,-1437,-4709,-345,-6496,14032,14200,41,18,7
2018-01-10T15:06:58.434027,389,1153,2906,-1224,11076,17936,31,3,7
2018-01-10T15:06:58.642773,36,1588,255,-2568,7784,13312,29,9,7
2018-01-10T15:06:58.850316,3262,-1023,-2432,9312,24088,5836,65,-20,7
2018-01-10T15:06:59.058035,-2343,-3407,-1076,-4832,-1712,8464,-9,29,7
2018-01-10T15:06:59.266151,430,4479,10465,-2696,14624,23920,31,5,7
2018-01-10T15:06:59.474900,458,2485,2837,-20736,25368,4932,49,38,7
2018-01-10T15:06:59.682628,-12711,-12770,1929,23464,-15140,32767,-20,-33,7
2018-01-10T15:06:59.893315,2314,7699,-174,-12436,15092,11120,42,33,7
2018-01-10T15:07:00.101206,-4052,2922,3699,-1420,7508,12924,30,5,7
2018-01-10T15:07:00.309042,-1135,2866,-1146,-3276,-400,7684,-2,23,7
2018-01-10T15:07:00.517147,993,1255,2845,-6884,9052,13652,30,22,7
